algorithm,property,0.0,0.05,0.1,0.25,0.5,0.75,0.9,0.95,1.0
Tanimoto-distance,sol_time,36.0,91.9,120.80000000000001,179.75,230.5,250.0,277.0,397.3999999999999,715.0
constant-0,sol_time,33.0,127.6,158.6,208.0,244.5,267.25,284.20000000000005,419.74999999999994,1234.0
