algorithm,similes,property,value
Tanimoto-distance,C=C(C)COc1cccc(CNC(CC(C)C)c2ncnn2C)c1,sol_time,263.0
Tanimoto-distance,COC(=O)c1ccc(OC)c(-c2cccc(C(CC(=O)O)c3nccs3)c2)c1,sol_time,242.0
Tanimoto-distance,Cc1c(CN(C)c2cccc3c2CCCC3)cnc2nc(N)nc(N)c12,sol_time,229.0
Tanimoto-distance,O=C(C=CNc1ccc([N+](=O)[O-])cc1)c1ccc2c(c1)CCCC2,sol_time,259.0
Tanimoto-distance,Cc1nc(N)ccc1CNC(=O)Cc1c(C#N)ccc(NCC(F)(F)c2ccccn2)c1F,sol_time,260.0
Tanimoto-distance,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccc([N+](=O)[O-])cc3C2C1,sol_time,233.0
Tanimoto-distance,COc1ccc2c(CN3CCOCC3)cn(CCNC(C)=O)c2n1,sol_time,236.0
Tanimoto-distance,COCCn1c(SCc2nc(O)c3c(C)c(C(=O)OC)sc3n2)nc2ccccc21,sol_time,226.0
Tanimoto-distance,NC(=O)c1cccc(C2CC3CCC(C2)N3CCN(Cc2ccccc2)C(=O)C2(O)CC2)c1,sol_time,274.0
Tanimoto-distance,CC(=O)N(CC(Cc1c[nH]c2ccccc12)NC(=O)CN1CCN(c2ccccc2)CC1)c1ccccc1,sol_time,180.0
Tanimoto-distance,COc1ncc(Nc2ncc(C(C)(C)O)nc2-c2cc(N)nc(C)n2)cc1F,sol_time,326.0
Tanimoto-distance,Nc1nc(O)c2[nH]cc(Cc3cccs3)c2n1,sol_time,258.0
Tanimoto-distance,COc1ccc(C2=C(c3ccc(OCc4ccc5ccccc5n4)cc3)C(=O)N(C)C2)cc1,sol_time,236.0
Tanimoto-distance,CC(C)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)OCCCCN,sol_time,202.0
Tanimoto-distance,Cn1c(OC2CCN(c3ccc(CN4CCCCC4)cc3)CC2)nc(-c2ccncc2)cc1=O,sol_time,259.0
Tanimoto-distance,C=CC(=O)N1CCN(S(=O)(=O)c2ccc(Nc3ncc4c(n3)N(C)c3ccc(C)cc3C(=O)N4C)cc2)CC1,sol_time,232.0
