algorithm_alias,property,0.0,0.05,0.1,0.25,0.5,0.75,0.9,0.95,1.0
Retro*,sol_time,37.0,80.9,104.4,160.25,232.5,293.25,393.6,479.29999999999995,1825.0
Tanimoto,sol_time,116.0,190.95,214.0,239.5,256.5,273.0,315.5000000000004,369.4,503.0
Tanimoto * 0.0,sol_time,65.0,228.6,243.3,253.0,273.5,284.25,299.1,309.0,405.0
Tanimoto * 0.01,sol_time,92.0,183.25,227.3,250.75,274.5,287.0,319.1,378.1,543.0
Tanimoto * 0.1,sol_time,118.0,183.85,223.5,250.0,271.5,287.5,323.20000000000005,357.59999999999997,588.0
Tanimoto * 10,sol_time,19.0,47.95,78.8,109.5,174.5,243.25,368.8000000000002,417.1499999999999,1101.0
constant-0,sol_time,65.0,215.75,243.3,253.0,274.0,285.25,300.20000000000005,309.84999999999997,404.0
