target_index_in_batch,pos_value_sum,cost_pos_react,pos_value_plus_cost,pos_value_plus_cost_div_temp,index_neg_for_target,neg_value_sum,cost_neg_react,neg_value_plus_cost,neg_value_plus_cost_div_temp,exp_minus_pos_value_plus_cost_div_temp,exp_minus_neg_value_plus_cost_div_temp
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,11,6.502627913767225,6.499018351505118,13.001646265272342,1.3001646265272342,0.5380931306154195,0.27248693076422564
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,12,6.564387595388873,6.564387595388873,13.128775190777747,1.3128775190777746,0.5380931306154195,0.26904476002486877
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,13,6.567706523263528,6.564387595388873,13.1320941186524,1.31320941186524,0.5380931306154195,0.26895548082589177
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,14,6.62105025405701,6.617600733607569,13.23865098766458,1.323865098766458,0.5380931306154195,0.2661047904370638
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,15,6.725241990454492,6.722778180800641,13.448020171255134,1.3448020171255135,0.5380931306154195,0.26059129536680853
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,16,6.888772097531568,6.886133353283525,13.774905450815094,1.3774905450815094,0.5380931306154195,0.252210670901009
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,17,7.052662277054402,7.052662277054402,14.105324554108805,1.4105324554108805,0.5380931306154195,0.24401332234353054
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,18,7.1783510580612955,7.1758969536517565,14.354248011713052,1.435424801171305,0.5380931306154195,0.23801423381078318
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,19,7.422994442621954,7.421769504443077,14.844763947065031,1.4844763947065032,0.5380931306154195,0.22662096955568065
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,20,7.717838755922482,7.715769171303876,15.433607927226358,1.5433607927226358,0.5380931306154195,0.2136618203357788
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,21,7.718359002900484,7.715769171303876,15.43412817420436,1.543412817420436,0.5380931306154195,0.2136507049332846
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,22,7.7203314612786045,7.715769171303876,15.43610063258248,1.5436100632582481,0.5380931306154195,0.21360856737685635
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,23,7.719710903079042,7.715769171303876,15.435480074382918,1.5435480074382917,0.5380931306154195,0.2136218234429584
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,24,7.719933544102223,7.715769171303876,15.435702715406098,1.5435702715406099,0.5380931306154195,0.2136170673977686
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,25,7.719872141007139,7.715769171303876,15.435641312311015,1.5435641312311015,0.5380931306154195,0.21361837907670575
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,26,8.1048195185976,8.10238774780644,16.20720726640404,1.620720726640404,0.5380931306154195,0.19775611960566977
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,27,8.218868459206838,8.215797584723264,16.4346660439301,1.64346660439301,0.5380931306154195,0.19330875444109263
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,28,8.21937190930242,8.215797584723264,16.435169494025686,1.6435169494025685,0.5380931306154195,0.19329902255498055
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,29,8.219643279639158,8.215797584723264,16.43544086436242,1.643544086436242,0.5380931306154195,0.19329377706407028
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,30,8.21847702221542,8.215797584723264,16.434274606938686,1.6434274606938686,0.5380931306154195,0.19331632140891647
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,31,8.2191899352431,8.215797584723264,16.434987519966363,1.6434987519966362,0.5380931306154195,0.19330254012776557
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,32,8.218991862935118,8.215797584723264,16.434789447658382,1.6434789447658382,0.5380931306154195,0.1933063689537108
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,33,8.48413878241097,8.481679315742785,16.965818098153754,1.6965818098153753,0.5380931306154195,0.18330903953794558
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,34,8.483256917772668,8.481679315742785,16.964936233515452,1.6964936233515453,0.5380931306154195,0.18332520562673513
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,35,8.483735658857134,8.481679315742785,16.965414974599916,1.6965414974599917,0.5380931306154195,0.18331642930604095
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,36,8.483452048890543,8.481679315742785,16.96513136463333,1.696513136463333,0.5380931306154195,0.1833216284164056
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,37,8.483525611781957,8.481679315742785,16.96520492752474,1.6965204927524742,0.5380931306154195,0.18332027985446134
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,38,8.48290633941057,8.481679315742785,16.964585655153357,1.6964585655153357,0.5380931306154195,0.18333163272442649
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,39,8.60238798010121,8.59969358937723,17.202081569478437,1.7202081569478438,0.5380931306154195,0.17902887792781944
27,1.1102230246251565e-16,6.19723628568213,6.19723628568213,0.619723628568213,40,8.59969358937723,8.59969358937723,17.19938717875446,1.719938717875446,0.5380931306154195,0.17907712180172117
28,0.01347097867967817,6.00025463443174,6.0137256131114185,0.6013725613111418,0,4.229791666997809,4.227816624440307,8.457608291438117,0.8457608291438117,0.5480588751986388,0.4292306627491471
28,0.01347097867967817,6.00025463443174,6.0137256131114185,0.6013725613111418,1,5.2530182910796634,5.245135354971488,10.49815364605115,1.0498153646051152,0.5480588751986388,0.35000236597074375
28,0.01347097867967817,6.00025463443174,6.0137256131114185,0.6013725613111418,2,5.871297295037296,5.862457891082148,11.733755186119444,1.1733755186119443,0.5480588751986388,0.30932105807088267
28,0.01347097867967817,6.00025463443174,6.0137256131114185,0.6013725613111418,3,6.287518724776369,6.272581245008758,12.560099969785128,1.2560099969785128,0.5480588751986388,0.2847880678322268
28,0.01347097867967817,6.00025463443174,6.0137256131114185,0.6013725613111418,4,6.360772003168187,6.355284821923334,12.71605682509152,1.271605682509152,0.5480588751986388,0.28038105718392214
28,0.01347097867967817,6.00025463443174,6.0137256131114185,0.6013725613111418,5,6.401632389797107,6.397098680332992,12.7987310701301,1.2798731070130098,0.5480588751986388,0.2780725836752927
28,0.01347097867967817,6.00025463443174,6.0137256131114185,0.6013725613111418,6,6.432745697647908,6.4202787032804345,12.853024400928343,1.2853024400928343,0.5480588751986388,0.2765669260551174
28,0.01347097867967817,6.00025463443174,6.0137256131114185,0.6013725613111418,7,6.592833939528936,6.582737928443846,13.175571867972781,1.3175571867972782,0.5480588751986388,0.26778866130090934
28,0.01347097867967817,6.00025463443174,6.0137256131114185,0.6013725613111418,8,6.608482002186016,6.600261252794271,13.208743254980288,1.3208743254980289,0.5480588751986388,0.26690184083529994
28,0.01347097867967817,6.00025463443174,6.0137256131114185,0.6013725613111418,9,7.416102392733726,7.409684121087061,14.825786513820788,1.4825786513820787,0.5480588751986388,0.2270514463258437
28,0.01347097867967817,6.00025463443174,6.0137256131114185,0.6013725613111418,10,7.723824599237016,7.719487783704284,15.4433123829413,1.54433123829413,0.5480588751986388,0.21345457374546922
28,0.01347097867967817,6.00025463443174,6.0137256131114185,0.6013725613111418,11,7.794686580252835,7.785847823774822,15.580534404027656,1.5580534404027655,0.5480588751986388,0.21054551195801938
28,0.01347097867967817,6.00025463443174,6.0137256131114185,0.6013725613111418,12,8.153803853716509,8.146779106529237,16.300582960245748,1.6300582960245749,0.5480588751986388,0.19591815254456077
28,0.01347097867967817,6.00025463443174,6.0137256131114185,0.6013725613111418,13,8.301944190888573,8.296495556950433,16.598439747839006,1.6598439747839007,0.5480588751986388,0.19016864889145926
28,0.01347097867967817,6.00025463443174,6.0137256131114185,0.6013725613111418,14,8.492902197575466,8.486581921954908,16.979484119530376,1.6979484119530377,0.5480588751986388,0.18305870010882086
28,0.01347097867967817,6.00025463443174,6.0137256131114185,0.6013725613111418,15,8.658312422652886,8.655267804528457,17.31358022718134,1.731358022718134,0.5480588751986388,0.17704381711582418
28,0.01347097867967817,6.00025463443174,6.0137256131114185,0.6013725613111418,16,8.686577780810273,8.679460493903044,17.36603827471332,1.7366038274713318,0.5480588751986388,0.17611751155174732
28,0.01347097867967817,6.00025463443174,6.0137256131114185,0.6013725613111418,17,8.686433702236453,8.679460493903044,17.365894196139497,1.7365894196139497,0.5480588751986388,0.17612004904601614
29,0.002449132902809903,0.1,0.10244913290280991,0.010244913290280992,0,3.8544980647652,3.84146670748535,7.69596477225055,0.769596477225055,0.9898073870772603,0.4631999423308146
29,0.002449132902809903,0.1,0.10244913290280991,0.010244913290280992,1,4.1782209842870275,4.173302629113172,8.3515236134002,0.83515236134002,0.9898073870772603,0.43380838077131983
29,0.002449132902809903,0.1,0.10244913290280991,0.010244913290280992,2,5.267917078062182,5.263181128965916,10.531098207028098,1.0531098207028098,0.9898073870772603,0.3488511958229
