smiles,n_iter,first_soln_time,lowest_cost_route_found,lowest_cost_route_(binned),best_route_cost_lower_bound,lowest_depth_route_found,best_route_depth_lower_bound,num_calls_rxn_model,num_nodes_in_tree,is_purchasable,constant-0,Tanimoto-distance,Tanimoto-distance-NUM_NEIGHBORS_TO_1,Embedding-from-fingerprints
CS(=O)(=O)N(CCOc1ccc(C#N)cc1)CCN1CC2CN(Cc3ccc(F)cc3)CC(C1)O2,33,12.0,6.246211283736953,006-008,3.696588666030002,2.0,1.0,13,1033,0.0,0.0,0.619718309859155,0.9996998123827392,0.07247027415999352
FC(F)Oc1cc(C(F)(F)F)c2ccc3nc(-c4nnco4)cn3c2n1,188,30.0,8.506556669314556,008-009,7.344254846129399,5.0,2.0,40,2988,0.0,0.0,0.784,0.999624765478424,0.03773111644059923
CC1(C)CC(=C(c2ccc(O)cc2)c2ccc(-c3ccccc3CO)cc2)CC(C)(C)C1,92,7.0,4.2772802558182,004-006,3.9574370110341768,4.0,1.0,22,2310,0.0,0.0,0.6967213114754098,0.9996998123827392,0.05961886748956735
CC(C)N(Cc1ccccc1OCCCCc1nn[nH]n1)C(=O)c1ccc(-c2ccco2)cc1,19,8.0,4.0720260002650885,004-006,3.649200158046927,5.0,1.0,8,351,0.0,0.0,0.7195121951219512,0.9996998123827392,0.03612395634578669
CCOCCCN(Cc1ccc(C(C)C)cc1)C(=O)CCc1ccc(OCc2ccccc2C(=O)O)cc1,7,4.0,1.2409179050690533,001-003,1.2409179050690533,4.0,1.0,4,261,0.0,0.0,0.6193181818181819,0.9997748592870545,0.029338042804008868
Cc1nc(N2CCC(Cc3ccc(OC(F)F)cc3)C2=O)sc1C(=O)NCc1ccccc1,9,3.0,2.8729363223234734,001-003,2.8262990261895067,3.0,1.0,5,157,0.0,0.0,0.6982248520710059,0.9996998123827392,0.12022099760656269
COc1cc(OCCOC(C)=O)ccc1N,5,3.0,2.7464357642423285,001-003,1.782328206450246,3.0,1.0,3,226,0.0,0.0,0.6153846153846154,0.9997748592870545,0.03976628755215117
COCCOc1cc(N(C)S(=O)(=O)c2ccccn2)c2[nH]c(C(=O)NCC(SCc3ccccc3)C(OC)OC)cc2c1,1300,42.0,21.07720892611361,021-023,13.78742172397438,9.0,2.0,79,4663,0.0,0.0,0.7081545064377682,0.9996998123827392,0.21235316959062966
Cc1ccccc1-c1ccncc1N(C)C(=O)c1cc(C(F)(F)F)ccc1F,9,5.0,3.850204694907094,003-004,2.399895502740088,4.0,1.0,5,323,0.0,0.0,0.6722689075630253,0.9996998123827392,0.04091562629636203
CC(C)(C)OC(=O)N(CCC1CC1)Cc1ccc(Oc2ccc3c(c2)OC(C)(C)OC3=O)c(F)c1,11,5.0,1.100140917766068,001-003,1.100140917766068,4.0,1.0,5,247,0.0,0.0,0.6571428571428571,0.9996998123827392,0.02247601471873284
COc1ccc(C[C@H](C[C@H](O[Si](C)(C)C(C)(C)C)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)O)cc1,5,3.0,0.6905373357879889,000-001,0.6905373357879889,3.0,1.0,3,135,0.0,0.0,0.5714285714285714,0.9997748592870545,0.038219665900989463
COc1ccc(NC(=O)c2cc(CNS(=O)(=O)C3CC3)ccc2Cl)cc1C(=O)Nc1ccc(Br)cc1,2910,61.0,14.4851060247748,014-016,12.66689041323098,5.0,2.0,61,15806,0.0,0.0,0.60431654676259,0.9996998123827392,0.035532010227890654
Nc1cc2c(cc1NC(=O)CCC1CCCC1)CCC2Nc1ccc(C(F)(F)F)cc1,176,18.0,7.1905674647356514,006-008,5.4016569275251545,5.0,1.0,40,3272,0.0,0.0,0.6783216783216783,0.9996998123827392,0.054077974796578276
CN1CCN(Cc2cc(Nc3ccnc4cc(Cl)ccc34)ccc2N2CCN(C)CC2)CC1,15,3.0,3.6905365173609175,003-004,3.196216606123357,3.0,1.0,8,446,0.0,0.0,0.7218934911242604,0.999624765478424,0.07213949032218658
CCOc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1NC(=O)/C=C/CN(C)C,21,8.0,4.909645489431695,004-006,4.909645489431695,7.0,1.0,9,430,0.0,0.0,0.6408450704225352,0.9997748592870545,0.08678406359275614
NC(=O)Cc1ccc(N2CCC(Nc3ncnc4ccc(C(c5ccc(Cl)cc5)c5ccc(Cl)cc5)cc34)CC2)cc1,17,6.0,4.34528529901816,004-006,3.037039829139617,4.0,1.0,6,319,0.0,0.0,0.49693251533742333,0.9997748592870545,0.02785091429212838
CC(C)(C)OC(=O)N1CCO[C@@H]2CN(c3cc(C#N)cc(N)c3Cl)CC[C@H]21,9999,-1.0,-1.0,NotSolved,10.256289802939538,-1.0,2.0,380,76230,0.0,0.0,0.5794392523364487,0.9997748592870545,0.04876305401851966
Cc1ccc(Br)cc1-c1cc(Nc2ccc(C(F)(F)F)cc2)nc(N)n1,11,3.0,3.300753598590744,003-004,2.703325802368775,3.0,1.0,6,387,0.0,0.0,0.6504065040650406,0.9997748592870545,0.09633396046803122
CC(C)(CNc1c([N+](=O)[O-])cnc2cc(-c3ccccc3)ccc12)NC(=O)NC1CCCCC1,82,10.0,6.823670534708122,006-008,6.487182397117127,4.0,1.0,19,1059,0.0,0.0,0.639240506329114,0.9997748592870545,0.04324322169611183
CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(-c3ccoc3)cc2)cc1F,5,3.0,1.2952517226795963,001-003,1.2952517226795963,3.0,1.0,3,209,0.0,0.0,0.5939849624060151,0.9997748592870545,0.041478960172375845
COc1cc2c(-c3cc4cccnc4n3S(=O)(=O)c3ccc(C)cc3)cn(C)c2cc1OCCCI,7,4.0,1.754658637950947,001-003,1.754658637950947,4.0,1.0,4,186,0.0,0.0,0.42405063291139244,0.9998499061913696,0.131108542000824
CC(C)COc1cccc(OCc2nc3ccccc3n2CC(C)C)c1,21,7.0,4.093174035755026,004-006,3.0427311241932147,3.0,1.0,7,595,0.0,0.0,0.7032258064516129,0.9996998123827392,0.03532487929637562
O=S(=O)(c1ccc(Cl)cc1)N1C2CCCC1c1cnn(CCO)c1C2,5,3.0,2.180099961314001,001-003,1.354304475621162,3.0,1.0,3,93,0.0,0.0,0.6956521739130435,0.9996998123827392,0.030844852563557512
Cc1ccc(C(=O)Nc2ccc(CN3CCOCC3)c(C(F)(F)F)c2)cc1-c1ccc2cnncc2c1,197,21.0,7.661896406544965,006-008,6.431426594676737,4.0,1.0,26,2276,0.0,0.0,0.6686390532544378,0.9996998123827392,0.03930787367926014
COC(=O)c1ccc2c(C3CCCCC3)c(-c3ccccc3CCO)[nH]c2c1,55,1.0,6.800644349441916,006-008,4.068477891164296,1.0,1.0,24,1792,0.0,0.0,0.48245614035087714,0.9997748592870545,0.03548909929218991
CN(C)C(=O)NC1Cc2c(n(Cc3cccc(F)n3)c3ccc(C#N)cc23)C1,84,10.0,6.471837877749672,006-008,4.7396456128932805,5.0,1.0,14,885,0.0,0.0,0.7430555555555556,0.999624765478424,0.03203989956827158
CCOC(=O)Cc1ccc(OC)c(-c2ccc(C(F)(F)F)cc2CO)c1,38,7.0,6.592848416853378,006-008,4.151574126858476,5.0,1.0,10,791,0.0,0.0,0.4579439252336449,0.9997748592870545,0.07486241871897992
CC(C)(C)c1cc(CNC(=O)Nc2ccc(C(CO)CO)c(F)c2)n(-c2cccc(Cl)c2)n1,15,6.0,2.7470042038173617,001-003,2.5604124936595705,4.0,1.0,8,400,0.0,0.0,0.5714285714285714,0.9997748592870545,0.032892792370659896
COc1cc(OCc2cccc(C3(OC)CCOCC3)n2)c2cc(-c3cn4nc([C@H](C)F)sc4n3)oc2c1,13,7.0,1.9926968480002452,001-003,1.9926968480002452,4.0,1.0,7,239,0.0,0.0,0.5240963855421688,0.9997748592870545,0.04563967593088325
COC(=O)C1(Oc2ccc(NC(=O)C(C3CCCCC3)n3c(-c4ccc(Cl)cc4)nc4cc(F)c(F)cc43)c(F)c2)CC1,7367,388.0,17.29767464092076,016-018,14.941312144414804,5.0,3.0,388,42141,0.0,0.0,0.5955056179775281,0.9996998123827392,0.07190221207173408
Cc1cccc(C)c1CCCn1c(CN2CCCCC2)nc2ccccc21,69,12.0,9.128159499513174,009-011,4.200936872418346,3.0,1.0,17,1368,0.0,0.0,0.7185185185185186,0.9996998123827392,0.04595564751125769
O=C(NCc1ccc(Cl)cc1)c1c[nH]c(-c2n[nH]c3ncccc23)c1,13,4.0,3.3983708813366125,003-004,2.6587295440596845,3.0,1.0,7,298,0.0,0.0,0.6412213740458015,0.9997748592870545,0.07154480119209183
NS(=O)(=O)c1cc(C(=O)OCCCOC(=O)CCC(=O)OCCl)c(NCc2ccco2)cc1Cl,24,8.0,6.819349877028857,006-008,2.637827336283879,4.0,1.0,8,408,0.0,0.0,0.5161290322580645,0.9996998123827392,0.12170969029048595
COc1nc(NCCc2ccc(Cl)cc2Cl)cc(-c2ccc3c(c2)CC(C(=O)O)N3C)n1,75,13.0,4.5418126408756345,004-006,4.386013929478499,4.0,1.0,21,1305,0.0,0.0,0.7443181818181819,0.9996998123827392,0.028909200301466487
Cc1ccc2nc(CCl)n3cnnc3c2c1,9,4.0,3.1170846471017177,003-004,2.2229695034543235,4.0,1.0,5,221,0.0,0.0,0.7195121951219512,0.9996998123827392,0.10510525089611833
COc1ccc(S(=O)(=O)n2cc(C=O)cc2-c2ccccc2)cc1,9,4.0,1.631123777861487,001-003,1.631123777861487,4.0,1.0,5,176,0.0,0.0,0.37735849056603776,0.9998499061913696,0.050398049510773646
OCCNCCCC1CCCCC1,4,1.0,1.8170061830975892,001-003,0.8825146906212056,1.0,1.0,2,213,0.0,0.0,0.3921568627450981,0.9998499061913696,0.08716637891197065
COc1cc(-c2ccc3nc(C)c(-c4cnc(N)c(C(F)(F)F)c4)n3n2)ccc1OCCN,75,13.0,7.996073473583269,006-008,4.34348330989555,4.0,1.0,21,1521,0.0,0.0,0.7132867132867133,0.9996998123827392,0.037675170118659285
CS(=O)(=O)OCCOc1ccccc1OCC(F)(F)F,7,3.0,2.093059420439537,001-003,1.4081618523819124,3.0,1.0,3,228,0.0,0.0,0.5822784810126582,0.9997748592870545,0.04986698177802773
Cc1ccccc1N1CCN(C(=O)Cc2cccc(Cl)c2OCC(F)(F)F)C(C(N)=O)C1,83,2.0,7.862049149095606,006-008,5.081409656313956,2.0,1.0,17,1906,0.0,0.0,0.6799999999999999,0.9996998123827392,0.030231073133581088
CCc1nc2c(cnn2CC)c(NC2CCOCC2)c1CNC(=O)CCC(=O)NCc1ccc(Cl)c(Br)c1,184,6.0,8.137494326248698,008-009,5.158696416520874,4.0,1.0,19,1713,0.0,0.0,0.543046357615894,0.9997748592870545,0.0431972163109432
CC(C)S(=O)(=O)N[C@@H]1CC[C@@H](CNc2nc(-c3cccc(Br)n3)cs2)CC1,7116,134.0,15.042678969000988,014-016,9.270616195800356,9.0,2.0,134,41636,0.0,0.0,0.7304347826086957,0.9996998123827392,0.04677422903324002
COCOCCCCCCCCCCCCCCCC=O,7,4.0,2.7078497334185347,001-003,1.8765828061095875,3.0,1.0,4,529,0.0,0.0,0.46153846153846156,0.9998499061913696,0.09501695395079068
O=C(N[C@H]1CCC(=O)N2CCC[C@@H](c3ncc(-c4ccc(Br)cc4)[nH]3)N2C1=O)OCc1ccccc1,135,47.0,11.751441997929302,011-013,11.383139736907872,5.0,2.0,47,1223,0.0,0.0,0.6482758620689655,0.9997748592870545,0.021234159041392364
CCc1nnc(NC(=O)N[C@H](CO)CCN2CC(Sc3ccc(Cl)cc3)C2)s1,439,79.0,9.980832288865646,009-011,7.174331117434458,7.0,1.0,85,8623,0.0,0.0,0.6439393939393939,0.9996998123827392,0.03747206536270875
CC(C)(C)OC(=O)NCC1CCN(c2cc(C(=O)Nc3ccccc3)ccc2N)CC1,19,3.0,4.160462095106308,004-006,3.0834822640525066,2.0,1.0,8,450,0.0,0.0,0.6099290780141844,0.9997748592870545,0.036487252885677224
O=Cc1cccc(NS(=O)(=O)c2cc(F)ccc2F)c1F,13,3.0,3.3381877461063083,003-004,2.549540913898469,3.0,1.0,6,457,0.0,0.0,0.6282051282051282,0.9997748592870545,0.046166877137896245
O=C1Nc2ccccc2C2(CCN(C3CCN(c4cnccn4)CC3)CC2)O1,23,3.0,8.963276835124448,008-009,4.951335013769888,3.0,1.0,10,491,0.0,0.0,0.5923076923076923,0.9996998123827392,0.15616303711851764
CC(C)[C@H](C(=O)NC1CCC(F)(F)C1)N1Cc2c(F)cnc3[nH]cc(c23)C1=O,107,31.0,9.261798102530014,009-011,6.224369227806575,5.0,1.0,41,1531,0.0,0.0,0.8051948051948052,0.9995497185741088,0.08961257183167959
COc1cc(C(=O)N2CCNC(C(=O)N(C)C)C2)cc(OC)c1OC,174,9.0,7.306223877615616,006-008,6.524420211513028,3.0,1.0,36,2976,0.0,0.0,0.5777777777777777,0.9997748592870545,0.06508338087275178
C=CC(=O)N1CCC[C@@H](Nc2nc(Nc3ccc4c(c3)CCN(C3CC3)CC4)ncc2F)C1,17,5.0,4.590591144182024,004-006,3.278343504591805,5.0,1.0,5,133,0.0,0.0,0.7880434782608696,0.999624765478424,0.05070967826526318
CCOC(=O)CCc1ccc2c(c1)CC(=O)CCC2,77,18.0,6.940678883230218,006-008,5.238036394738308,5.0,1.0,31,2340,0.0,0.0,0.5476190476190477,0.9997748592870545,0.031361624948175404
CC(C)c1onc(CCc2c(Cl)cccc2Cl)c1COc1ccc(-c2ccc3ccc(C(=O)O)cc3c2)cc1,2250,126.0,14.807775044004218,014-016,10.94970103227157,4.0,2.0,133,22805,0.0,0.0,0.6369426751592357,0.9996998123827392,0.04689259219715658
O=C(Cc1ccccc1-n1cnnn1)Nc1c(O)cccc1[N+](=O)[O-],49,10.0,6.293970204533538,006-008,4.730846511325339,3.0,1.0,16,1301,0.0,0.0,0.6991150442477876,0.9996998123827392,0.06154173378258676
CSc1nc2ccc(CNc3cc(Br)ccc3N)cc2s1,15,8.0,2.67402715504947,001-003,2.6514991121632048,5.0,1.0,8,354,0.0,0.0,0.7304347826086957,0.9996998123827392,0.09127784813850492
COCCNC(=O)c1cc2c(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)ccnc2cc1OCCOC,49,12.0,4.431198441294983,004-006,3.738051575187448,5.0,1.0,17,1127,0.0,0.0,0.5625,0.9997748592870545,0.19987253835032637
CCc1nc(C(CCCc2ccccc2)C(C)O)n2nc(Cc3ccc(OC)c(OC)c3)[nH]c(=O)c12,11,6.0,3.9934527427081887,003-004,2.655931683540931,6.0,1.0,6,228,0.0,0.0,0.6388888888888888,0.9997748592870545,0.03388943694345792
CCC(=O)N(Cc1cccc(C#CCO)c1)c1cccc(-c2nnn[nH]2)c1,7,4.0,1.8873281931086368,001-003,1.817257285803144,4.0,1.0,4,188,0.0,0.0,0.7251908396946565,0.999624765478424,0.06083117376234859
CCn1c(C)nc2c(O)cccc21,27,4.0,4.045544703729051,004-006,3.750767049598156,2.0,1.0,12,967,0.0,0.0,0.6716417910447761,0.9996998123827392,0.0346080448079884
COC(=O)CCNCCC1Cc2cc(F)ccc2OC1(C)C,42,5.0,5.965629585963914,004-006,3.476902783529416,2.0,1.0,15,838,0.0,0.0,0.4565217391304348,0.9996998123827392,0.04539190205066779
CCCCCCCCN1C(=O)NC2(CC(C)(CC)N(CCOC(=O)c3ccccc3)C(C)(CC)C2C)C1=O,27,8.0,5.124448625860147,004-006,4.309626345764675,4.0,1.0,9,935,0.0,0.0,0.7375886524822695,0.999624765478424,0.11981983389750717
Cc1c(Cl)cc(F)c(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c1NC(=O)Oc1ccccc1,7,3.0,1.8468340849224092,001-003,1.566737573494143,3.0,1.0,4,164,0.0,0.0,0.5984848484848485,0.9997748592870545,0.07204951353206135
CCOC(=O)CC1(CCC(/C=C/c2ccccc2OCCCCCc2ccccc2)Cc2ccc(C(=O)OC)cc2)CC1,11,4.0,3.4638004459121,003-004,3.3383787093266166,4.0,1.0,5,306,0.0,0.0,0.6023391812865497,0.9997748592870545,0.030313378087487797
COc1cc(-n2cccn2)ccc1-c1ccc(OC2C[C@@H]([C@H](C)O[Si](C)(C)C(C)(C)C)NC(C)(C)C2)nn1,9999,-1.0,-1.0,NotSolved,12.297005668714403,-1.0,2.0,601,138505,0.0,0.0,0.5474452554744526,0.9997748592870545,0.06061766557546133
Cc1c(CCl)oc2ccc(Br)c(OC(C)C)c12,21,8.0,5.460489140661575,004-006,4.118463582243571,5.0,1.0,8,448,0.0,0.0,0.7469879518072289,0.999624765478424,0.0439122784388587
CCc1cc(-c2noc(-c3cc(OC)nc(C(CC)CC)c3)n2)cc(C)c1NS(C)(=O)=O,276,57.0,9.524296644170883,009-011,7.984608919629112,4.0,1.0,57,5238,0.0,0.0,0.7244094488188977,0.999624765478424,0.1207987221494995
CC(N)C(=O)Nc1cc2ccccc2c(C#Cc2cscn2)n1,21,5.0,2.1332780648475653,001-003,2.0370147788831185,4.0,1.0,9,333,0.0,0.0,0.7254901960784313,0.9996998123827392,0.037164935511155184
CC(CCc1ccc(Oc2ccccc2)cc1)(C(=O)NO)S(C)(=O)=O,35,8.0,5.32435851311433,004-006,3.5964467656890013,5.0,1.0,8,808,0.0,0.0,0.5108695652173914,0.9997748592870545,0.04996257318661479
