smiles,n_iter,first_soln_time,lowest_cost_route_found,lowest_cost_route_(binned),best_route_cost_lower_bound,lowest_depth_route_found,best_route_depth_lower_bound,num_calls_rxn_model,num_nodes_in_tree,is_purchasable,constant-0,Tanimoto-distance,Tanimoto-distance-NUM_NEIGHBORS_TO_1,Embedding-from-fingerprints
CCCc1c(OCCCS(=O)(=O)c2ccc(C(=O)CCCCC(=O)O)cc2)ccc(C(C)=O)c1O,53,9.0,7.688024203679173,006-008,4.661469863418049,3.0,1.0,17,1832,0.0,0.0,0.6707317073170731,0.9996998123827392,0.047019847532530745
FC(F)(F)COc1cnc2c(Cl)ccnc2c1,40,7.0,7.915207755216162,006-008,4.6922678771063175,3.0,1.0,16,1156,0.0,0.0,0.6867469879518072,0.9996998123827392,0.05319372546692924
CCOC(=O)c1cc(C#N)c(N2CC(CNC(=O)OC(C)(C)C)C2)nc1C,5,3.0,2.1645660414248185,001-003,2.1645660414248185,3.0,1.0,3,140,0.0,0.0,0.6637931034482758,0.9996998123827392,0.10381959461767232
CCn1cc(C(=O)NCc2ccc(Cl)cc2)c(=O)c2cc(CN(C)C[C@@H](O)c3ccco3)sc21,10,3.0,3.38928727257613,003-004,3.3881152112196418,3.0,1.0,4,196,0.0,0.0,0.373015873015873,0.9998499061913696,0.04993345990039744
COc1cc(OC)c2c(CNC(=O)OC(C)(C)C)ncc(C(=O)N(C)Cc3ccccc3)c2c1,11,5.0,2.993254614427878,001-003,2.9861668869450484,4.0,1.0,6,222,0.0,0.0,0.6234567901234568,0.9997748592870545,0.026551484004761705
CN1C(=O)CC(=O)N(c2cccc(C#N)c2)c2ccc3ccccc3c21,15,3.0,3.2587132306499917,003-004,2.77716650945236,3.0,1.0,8,758,0.0,0.0,0.7109375,0.9996998123827392,0.024593032875355192
Clc1ccc(Oc2cccc3ccccc23)c(Cn2ccnc2)c1,11,2.0,2.659279603396333,001-003,2.205247933592796,2.0,1.0,5,561,0.0,0.0,0.6511627906976745,0.9996998123827392,0.04076923570257451
Cc1nc(Cl)ncc1C(=O)Cl,5,2.0,1.6603678608009802,001-003,1.6603678608009802,2.0,1.0,3,118,0.0,0.0,0.5833333333333333,0.9997748592870545,0.04920802104441524
CCCCCCCCc1sc(NC(=O)c2cc3ccccc3n2CCC(=O)OCC)nc1-c1cc(OC)c(Cl)cc1OC,21,3.0,5.48768705210621,004-006,2.8859212604552797,3.0,1.0,7,373,0.0,0.0,0.6227544910179641,0.9996998123827392,0.030117010509563058
CN1C(=O)CCc2cc(-c3cncc4c3CCC[C@H]4NC(=O)C3CC3)ccc21,12,5.0,2.9232446712083537,001-003,2.3908798390217685,4.0,1.0,5,202,0.0,0.0,0.6929824561403508,0.999624765478424,0.033445841116881425
CCCC(=O)Nc1cc([N+](=O)[O-])ccc1C#Cc1ccccc1,4,2.0,1.7947739514023902,001-003,1.289525885023986,2.0,1.0,2,73,0.0,0.0,0.680672268907563,0.9996998123827392,0.051990047322796995
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2Cc3ccc(Cl)n3-c3ccccc32)cc1,10,4.0,4.967238663662743,004-006,4.220708824162346,4.0,1.0,4,236,0.0,0.0,0.4413793103448276,0.9998499061913696,0.030204750422115678
CC1Cc2c(-n3nc(C#N)c(=O)[nH]c3=O)ccc(Cl)c2O1,3,2.0,0.3863687780082528,000-001,0.3863687780082528,2.0,1.0,2,67,0.0,0.0,0.6428571428571428,0.9996998123827392,0.0390275105801392
CCOC(=O)C(C)(C(=O)OCC)c1ccc(N2CCN(C)CC2)cc1,5,2.0,1.8755098491833893,001-003,1.8755098491833893,2.0,1.0,3,148,0.0,0.0,0.46875,0.9997748592870545,0.07013010727365909
COc1nc(Cl)cc(NCCc2ccc(F)c(F)c2)n1,5,2.0,3.295458405722872,003-004,2.0984970684978,2.0,1.0,3,149,0.0,0.0,0.6923076923076923,0.9996998123827392,0.042936494018878
CCN(CCO)Cc1cc(F)ccc1-c1ccc2nc(N)nc(C(=O)N3Cc4ccccc4C3)c2c1,86,8.0,10.6043208368974,009-011,6.676733088622571,4.0,1.0,19,1760,0.0,0.0,0.47887323943661975,0.9997748592870545,0.0195173306495251
CN1CCn2c(nc3cc(CO)ccc32)C1,25,5.0,7.047142799683769,006-008,4.11025053227363,2.0,1.0,9,768,0.0,0.0,0.6888888888888889,0.9996998123827392,0.04474985261840725
O=C(Nc1cc(C(F)(F)F)cnc1O)c1ccncc1Cl,3,2.0,1.4742279598339607,001-003,1.4742279598339607,2.0,1.0,2,62,0.0,0.0,0.6533333333333333,0.9996998123827392,0.04995759501803132
CC(=O)S[C@H]1C[C@@H](C(N)=O)N(C)C1,7,3.0,1.7230155469095507,001-003,1.544068883434064,3.0,1.0,4,191,0.0,0.0,0.7702702702702703,0.999624765478424,0.03853031101305204
COC(=O)c1nc(-c2ccc([Si](C)(C)C)c(F)c2)c(F)c(N)c1OC,5,3.0,1.8022491277853756,001-003,1.8022491277853756,3.0,1.0,3,142,0.0,0.0,0.6067415730337078,0.9996998123827392,0.081330067765498
Cc1cc(Oc2ccnc(N(C)C)n2)cc2c1C(CC(=O)O)OB2O,7,4.0,1.7167162517467485,001-003,1.7167162517467485,4.0,1.0,4,189,0.0,0.0,0.6744186046511628,0.9996998123827392,0.04644568270070237
O=C(NCCC(O)c1cccc(C#CCCCO)c1)C(F)(F)F,5,3.0,1.134134270486748,001-003,1.134134270486748,3.0,1.0,3,200,0.0,0.0,0.7583333333333333,0.999624765478424,0.059201417567900316
CN(C(=O)OC(C)(C)C)[C@H](CCNC(=O)c1ccccn1)Cc1ccccc1,35,8.0,7.635406076404672,006-008,5.3943685188279495,4.0,1.0,9,582,0.0,0.0,0.49514563106796117,0.9997748592870545,0.06813169699826083
COc1ccc2nccc(CCN3CCOC(CNCc4ccc5c(n4)NC(=O)CS5)C3)c2n1,5,2.0,1.1591909502077762,001-003,1.1591909502077762,2.0,1.0,3,157,0.0,0.0,0.4676258992805755,0.9997748592870545,0.03142759769130099
Cc1ccc(N2C(=O)C(O)=C(C(=O)c3ccc(C(C)C)cc3)C2c2ccc(N3CCN(CCN(C)C)CC3)cc2)nn1,7,2.0,2.097161790050317,001-003,1.2981476132436884,2.0,1.0,3,299,0.0,0.0,0.7440758293838863,0.999624765478424,0.021228704203878568
O[C@@H]1CCCC[C@H]1Nc1nc2ccc(Cn3cnc(Br)c3)cc2s1,13,7.0,2.9188066651740376,001-003,2.880012201764395,6.0,1.0,7,245,0.0,0.0,0.4563106796116505,0.9996998123827392,0.051801619305483104
CC1(Cc2ccccc2)CNc2cc(Cl)ccc21,5,3.0,4.196473304706954,004-006,3.2923494031136564,3.0,1.0,3,229,0.0,0.0,0.6086956521739131,0.9997748592870545,0.03859741748115342
COC(=O)C1(N(O)C(=O)Cc2cc(C)ccc2C)CCN(OC)CC1,5,2.0,5.234176535901472,004-006,4.543711173865097,2.0,1.0,3,92,0.0,0.0,0.6404494382022472,0.9996998123827392,0.028702945993137163
CC1(CCC(=O)ON2C(=O)CCC2=O)OCCO1,5,3.0,1.5296488575549336,001-003,1.5296488575549336,3.0,1.0,3,127,0.0,0.0,0.6547619047619048,0.9996998123827392,0.03171830086219396
Cc1nc(N2CCN(Cc3ccc4nonc4c3)C2=O)sc1C(=O)NCc1cccnc1,7,4.0,0.9030007462335736,000-001,0.9030007462335736,4.0,1.0,4,111,0.0,0.0,0.7142857142857143,0.9996998123827392,0.033119454074372445
CCOCc1nc2c(N)nc3cc(-c4ccc(F)nc4)cnc3c2n1CC(C)(C)O,5,3.0,2.114169726323222,001-003,1.7660590749623577,3.0,1.0,3,186,0.0,0.0,0.7111111111111111,0.9996998123827392,0.03352291616212277
CC1(C)c2ccccc2-c2ccc(-c3cc(B4OC(C)(C)C(C)(C)O4)cc(-c4cccc5c4sc4ccccc45)c3)cc21,51,9.0,3.450983549720868,003-004,1.8635431943431648,3.0,1.0,16,2822,0.0,0.0,0.6666666666666667,0.9996998123827392,0.10748908328186546
CCC(C)(C)c1ccc(N)c(N)c1,9,1.0,2.46222508291858,001-003,2.2760906992887304,1.0,1.0,5,263,0.0,0.0,0.3829787234042553,0.9998499061913696,0.05948698391350349
O=C1[C@H](NS(=O)(=O)c2ccc(N3CCC(c4ccccc4)CC3)cc2)CC=CCN1OCc1ccccc1,11,3.0,3.18487004798471,003-004,1.9593567609647489,2.0,1.0,4,151,0.0,0.0,0.6441717791411044,0.9996998123827392,0.026232486688923085
N#Cc1cccc(N2CCN(C(=O)c3cc[nH]c3-c3ccccc3)CC2)c1,9,3.0,3.3926519480446657,003-004,3.3926519480446657,3.0,1.0,4,299,0.0,0.0,0.5677966101694916,0.9997748592870545,0.03623652038981451
N#Cc1c(N)cccc1OC[C@H]1CCCCN1C(=O)NCc1ccncc1,8,2.0,1.7596434933874594,001-003,1.7596434933874594,2.0,1.0,4,169,0.0,0.0,0.7307692307692308,0.9996998123827392,0.030371713271926115
CC(=O)O[C@@H]1CC[C@]2(C)C3CC[C@]4(C)C(n5cnc6ccccc65)=C(C=O)CC4C3CC[C@@H]2C1,4612,-1.0,-1.0,NotSolved,8.820829897735068,-1.0,2.0,1000,87442,0.0,0.0,0.5177304964539007,0.9997748592870545,0.061816109344720704
Cc1ccc2c(OCCN3CCC(Oc4ccc5c(c4)NC(=O)CC5)CC3)cccc2n1,23,5.0,7.115373035051698,006-008,3.3546944007184782,3.0,1.0,8,534,0.0,0.0,0.7486910994764397,0.999624765478424,0.03842490372593255
CC(C)COC(=O)OC(=O)CN1C(=O)C2(COc3cc4c(cc32)OCO4)c2ccccc21,40,14.0,2.659700953781732,001-003,2.6414487867950065,6.0,1.0,14,675,0.0,0.0,0.5540540540540541,0.9997748592870545,0.044314177678026034
CCC(C)Cn1c(-c2c(F)cc(OCCN(C)C)cc2F)c(Cl)nc(-n2cccn2)c1=O,5,3.0,1.5381151734680696,001-003,1.5381151734680696,3.0,1.0,3,122,0.0,0.0,0.528,0.9996998123827392,0.028160453832331567
COc1ccc(CS[C@H]2C[C@@H](C(=O)N3CCN(CCOC(N)=O)CC3)N(C(=O)OCc3ccc([N+](=O)[O-])cc3)C2)cc1,329,3.0,17.52661508025475,016-018,11.84147024188511,3.0,2.0,64,6158,0.0,0.0,0.6521739130434783,0.9996998123827392,0.02632239591586638
N#Cc1c(-c2ccc(Oc3ccccc3)cc2)nn(C2CC3CC2CN3C(=O)OCc2ccccc2)c1N,444,99.0,13.492800865463987,013-014,9.752495583401313,4.0,2.0,100,5783,0.0,0.0,0.4945054945054945,0.9997748592870545,0.11767581867051258
N#Cc1ccc(-c2cnn(-c3ccc(C(=O)NCCC4CC4)cn3)c2O)cc1,7,4.0,1.5226642398087225,001-003,1.5226642398087225,3.0,1.0,4,234,0.0,0.0,0.6503496503496504,0.9996998123827392,0.0461594109581992
C[Si](C)(C)CCOCn1cc(C(F)(F)F)nc1C=NO,5,3.0,1.2743365003798572,001-003,1.2743365003798572,3.0,1.0,3,53,0.0,0.0,0.59375,0.9997748592870545,0.057177754762573585
O=C(COC1CCC(Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)CC1)N1CCN(CC2Cc3ccccc3O2)CC1,37,3.0,6.8170423983586605,006-008,5.488820482562348,3.0,1.0,11,985,0.0,0.0,0.6066666666666667,0.9996998123827392,0.03198667046150061
CC(C)(C)OC(=O)N1CCC(CNc2cc(Nc3cnc(C#CCO[Si](C)(C)C(C)(C)C)cn3)ncn2)CC1,11,6.0,3.324576702909667,003-004,3.0514838971610247,3.0,1.0,6,177,0.0,0.0,0.6820809248554913,0.9996998123827392,0.02776951427327523
CCCC(C(=O)O)c1c(C)nc(-c2ccccc2)nc1-c1ccc2c(c1)CCN2C,9,5.0,4.084110794809878,004-006,2.1971238580094914,4.0,1.0,5,247,0.0,0.0,0.6111111111111112,0.9997748592870545,0.029487707263872398
COC(=O)[C@H](O)CNc1ccc2c(c1)CC(=O)N2C(C)CF,11,5.0,1.2780588600203062,001-003,1.2780588600203062,4.0,1.0,5,230,0.0,0.0,0.75,0.999624765478424,0.03808100604730935
NC1=N[C@H](COc2ccccc2)CO1,21,3.0,5.987611875567036,004-006,3.805463996839125,3.0,1.0,11,534,0.0,0.0,0.4655172413793104,0.9997748592870545,0.04859163358057217
COc1cc(N)cc(F)c1-n1cnc(C)n1,7,3.0,3.63488537423096,003-004,2.1160570382351653,3.0,1.0,4,251,0.0,0.0,0.6133333333333333,0.9996998123827392,0.0510924951955245
C=CCSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1,18,3.0,3.965526631496663,003-004,2.724119629095779,3.0,1.0,7,298,0.0,0.0,0.6890756302521008,0.9996998123827392,0.029426854731563035
CS(=O)c1cccc(NS(N)(=O)=O)c1C#N,7,3.0,2.253342178849234,001-003,1.8417636829532371,3.0,1.0,3,256,0.0,0.0,0.7164179104477613,0.9996998123827392,0.03724777119508338
FC(F)(F)c1cc(N2CCOCC2)ccc1Nc1ncnc2ccc(-c3cccs3)cc12,37,5.0,2.780027781899834,001-003,2.7733599846351185,3.0,1.0,10,565,0.0,0.0,0.7090909090909091,0.9996998123827392,0.03940223827716094
Nc1nn2c(-c3ccccc3)nnc2cc1C1CCC1,5,3.0,2.9566996579366305,001-003,2.9566996579366305,3.0,1.0,3,134,0.0,0.0,0.6923076923076923,0.9996998123827392,0.03796668844661677
COCCN(C(=O)c1cc(-c2ccc(OCc3ccccc3)cc2)c(=O)n2ccc3cc(I)sc3c12)c1ccccc1,7,4.0,3.609432706173512,003-004,2.799181489194739,3.0,1.0,4,90,0.0,0.0,0.4571428571428572,0.9998499061913696,0.03484323908930309
CCN(CC)C(=O)Cc1cccc(Oc2ccccc2F)c1N,7,2.0,2.6518665979658165,001-003,2.090066080780341,2.0,1.0,4,392,0.0,0.0,0.4719101123595506,0.9998499061913696,0.04264454126041883
O=S(=O)(C1CC1)N1CCN(c2ccc(N3CCNc4ccccc43)nc2)CC1,5134,451.0,27.28373520675241,026-028,17.599435513376058,5.0,2.0,452,36596,0.0,0.0,0.7310344827586207,0.999624765478424,0.08157085644905171
C[C@H]1C(=O)N(CCC(=O)N2CCC3(CC3)[C@H](O)C2)CCN1C(=O)/C=C/c1ccc(F)c(Cl)c1,491,7.0,7.603924892718832,006-008,5.14984032629423,4.0,1.0,52,4979,0.0,0.0,0.41463414634146345,0.9997748592870545,0.29244038044791987
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCc2cc(F)ccc2Oc2ccnc(N3CCOCC3)n2)cc1,3,2.0,0.2,000-001,0.2,2.0,1.0,2,70,0.0,0.0,0.4528301886792453,0.9997748592870545,0.03703812180681165
CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cc([N+](=O)[O-])cc4c3c(cn4C(C)=O)C[C@H]2N(C)C1,15,3.0,8.047510269005569,008-009,3.477926875440522,3.0,1.0,8,330,0.0,0.0,0.6142857142857143,0.999624765478424,0.042495871282384856
CN(C[C@@H](O)COc1ccc(F)c(Br)c1)C(=O)OC(C)(C)C,13,5.0,4.278817931309542,004-006,3.144825861026618,3.0,1.0,7,449,0.0,0.0,0.6421052631578947,0.9997748592870545,0.058336504544142076
CN1CC(=NO)c2c(ccn2CCCCN2CCC(C(=O)c3ccc(F)cc3)CC2)S1(=O)=O,12,4.0,2.6496832756843123,001-003,1.5373498024967922,3.0,1.0,5,215,0.0,0.0,0.4918032786885246,0.9997748592870545,0.0238396051876274
CN(C)c1ccc(-c2cnc(NCc3ccncc3)nc2NC2CCN(Cc3ccccc3)CC2)cc1,5,3.0,2.4437987356588544,001-003,2.4437987356588544,3.0,1.0,3,108,0.0,0.0,0.653179190751445,0.9997748592870545,0.02386624753723432
COc1cc(Br)c(C)cc1-c1ncnc2cc(SCc3ccccc3)ccc12,27,7.0,4.155991318738477,004-006,3.924269433828427,4.0,1.0,9,567,0.0,0.0,0.5609756097560976,0.9997748592870545,0.2174223400398294
CCOC(=O)COc1ccc(B2OC(C)(C)C(C)(C)O2)cc1OCC,3,2.0,0.403037567707681,000-001,0.403037567707681,2.0,1.0,2,125,0.0,0.0,0.5445544554455446,0.9997748592870545,0.06781924930149963
O=C(CCC(F)(F)Cl)SC1CCCCC1,3,2.0,2.704806128111497,001-003,2.514884129373862,2.0,1.0,2,107,0.0,0.0,0.65625,0.9996998123827392,0.0422483073430826
O=C(NCC(=O)N1CCC(Nc2ccccc2C(F)(F)F)CC1)c1ccc(Nc2ccccc2)cc1,19,5.0,3.617609043048973,003-004,2.932194865331432,3.0,1.0,9,790,0.0,0.0,0.6714285714285715,0.9996998123827392,0.0379445715250597
COc1c(N)cc(C(C)(C)C)cc1S(C)=O,43,3.0,4.858409280997097,004-006,4.014262535364076,3.0,1.0,15,1397,0.0,0.0,0.5074626865671642,0.9997748592870545,0.029518263454722526
CC(C)n1c(=O)c(-c2ccc(F)c(N)c2)cc2cnc(N)nc21,131,5.0,5.777974564579107,004-006,5.04508442534144,3.0,1.0,26,2534,0.0,0.0,0.6990291262135923,0.9996998123827392,0.057610889138076216
Cc1cc(N2CCCCC2)c(Br)c[n+]1[O-],9,5.0,3.59554836332403,003-004,2.709384989801208,3.0,1.0,5,264,0.0,0.0,0.6025641025641026,0.9997748592870545,0.068579579103756
COC(=O)CCC(C)C1CCC2C3C(O)CC4CC(OCCNC(=O)Cc5ccc(O)cc5)CCC4(C)C3CC(O)C12C,9,5.0,2.2089824358833594,001-003,2.015304356777018,3.0,1.0,5,394,0.0,0.0,0.3121019108280255,0.9998499061913696,0.02090770438745848
COc1ccc2c(C(=O)Cl)cn(-c3ccnc4ccccc34)c2c1,5,3.0,0.4400708903330881,000-001,0.4400708903330881,3.0,1.0,3,123,0.0,0.0,0.6396396396396397,0.9997748592870545,0.05289783402321335
Cc1ccc(S(=O)(=O)OCC(C)(C#N)c2ccc(Br)cc2)cc1,5,3.0,1.4791467908265925,001-003,1.4791467908265925,3.0,1.0,3,126,0.0,0.0,0.5398230088495575,0.9997748592870545,0.04692043735060514
CC(C)(CCN)COC1CCCCO1,27,3.0,3.395655223038062,003-004,2.948054737893457,2.0,1.0,14,735,0.0,0.0,0.3548387096774194,0.9998499061913696,0.034481700785568115
N#Cc1cccc(C(=O)Nc2ccccc2NC(=O)c2sc3ccccc3c2Cl)c1,12,3.0,1.6237093958371007,001-003,1.2012019115058534,2.0,1.0,3,229,0.0,0.0,0.6949152542372881,0.9996998123827392,0.03319269135178149
CCc1nnc2cc(N3CCN(C)CC3)nc(CC)n12,9,5.0,3.711890182863376,003-004,2.957082526651579,3.0,1.0,5,199,0.0,0.0,0.711340206185567,0.9996998123827392,0.04794403045862583
Cc1c(C(=O)NC2CCOCC2)cc(-c2ccc(-c3ccnn3C(C)C)c(C(C)(C)O)c2)n1CC1CCCCC1,27,5.0,8.15074656755137,008-009,4.351890616474258,3.0,1.0,13,809,0.0,0.0,0.4736842105263158,0.9997748592870545,0.05102474202025231
CCC1(C)Oc2cccc(CBr)c2O1,3,2.0,1.0127120149774456,001-003,1.0127120149774456,2.0,1.0,2,96,0.0,0.0,0.6885245901639344,0.9996998123827392,0.043117853380425064
CC1(C)CN(C(=O)c2cccc(-c3noc(C(F)(F)F)n3)c2)CCN1c1ccc(C#N)cn1,11,6.0,2.932000578600048,001-003,2.843224085826568,4.0,1.0,6,303,0.0,0.0,0.6825396825396826,0.9996998123827392,0.053765906987427114
FC(F)(F)C1(c2cc(Cl)cc(Cl)c2)CC(c2ccc(CBr)c(Cl)c2)=NO1,11,5.0,1.3316198172715057,001-003,1.3316198172715057,3.0,1.0,6,240,0.0,0.0,0.3584905660377359,0.9998499061913696,0.029202452086819597
COCCCCCCOc1ccc(C(=O)NN)cc1,5,3.0,1.8917356805040504,001-003,1.8917356805040504,3.0,1.0,3,155,0.0,0.0,0.5352112676056338,0.9997748592870545,0.03963108938668447
c1ccc(-c2cc3c4ccccc4c4ccccc4c3cn2)cc1,11,2.0,3.903480957588376,003-004,3.745542406465408,2.0,1.0,6,423,0.0,0.0,0.41666666666666663,0.9997748592870545,0.0412613779721096
COc1cc([N+](=O)[O-])c(OC)cc1CCN(Cc1ccccc1OC)C(=O)OC(C)(C)C,11,3.0,4.280375252921019,004-006,3.3186290933460683,3.0,1.0,6,472,0.0,0.0,0.697986577181208,0.9996998123827392,0.0252613540619524
Cc1ccc(C2CN(Cc3ccccc3)CC3(CCN(C(=O)c4ccc(OC(C)C)c(C)c4)CC3)O2)cc1,9,2.0,4.123133237588566,004-006,2.8651759367106004,2.0,1.0,3,339,0.0,0.0,0.4625850340136054,0.9997748592870545,0.02885474929509979
CC(C)(O)c1cc(Cl)c(Nc2nc3cc[n+]([O-])cc3c3c(=O)[nH]ccc23)c(Cl)c1,3,2.0,0.8300644068660956,000-001,0.8300644068660956,2.0,1.0,2,84,0.0,0.0,0.49230769230769234,0.9996998123827392,0.10503694110669837
CCOC(=O)CCc1ccc(-c2cc(C)cc(Nc3nccc(C(F)(F)F)n3)c2)cn1,17,6.0,4.670612416631556,004-006,3.352620109626512,2.0,1.0,8,373,0.0,0.0,0.6126760563380282,0.9997748592870545,0.03255889648486687
CC(=O)N(C)Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1,5,3.0,1.2572551455038314,001-003,1.2572551455038314,3.0,1.0,3,121,0.0,0.0,0.47933884297520657,0.9997748592870545,0.04010627066333905
C[C@@H]1CC[C@@H](Oc2nccc(I)c2Cl)CN1C(=O)OC(C)(C)C,10,5.0,5.42529585920155,004-006,5.051857777097721,3.0,1.0,5,185,0.0,0.0,0.6129032258064516,0.9997748592870545,0.02645011049314938
CN(C)S(=O)(=O)c1cc(-c2ccc3nccc(-c4ccncc4)c3n2)cnc1N,5,2.0,0.6541418406413873,000-001,0.6541418406413873,2.0,1.0,3,163,0.0,0.0,0.546875,0.9997748592870545,0.06522236153730643
CC(Cc1ccc(OCc2cc(=O)c(O)c(CN(C)C)o2)cc1)NCC(O)c1cccc(Cl)c1,4698,354.0,19.12555153837006,019-021,15.697517905473935,5.0,2.0,355,47778,0.0,0.0,0.7108433734939759,0.9996998123827392,0.14423234281267627
CCc1cc(OCC=C(Cl)Cl)cc(CC)c1OCCCCOCC=NOCc1ccccc1,112,18.0,11.168903509777174,011-013,8.466116890885175,3.0,1.0,20,1489,0.0,0.0,0.46896551724137936,0.9997748592870545,0.02734663472166543
CN1CCCc2cccc(N)c21,7,1.0,4.043546530077259,004-006,2.5123276218388675,1.0,1.0,4,183,0.0,0.0,0.6229508196721312,0.9996998123827392,0.03414621467957568
CCOc1cc2c(cc1C(F)(F)F)NC(=O)CC(c1ccnc(-c3cccnc3)c1)=N2,7,4.0,11.07229659015239,011-013,7.411729007826146,3.0,1.0,4,175,0.0,0.0,0.7062937062937062,0.9996998123827392,0.10266967445559239
CCNCC(=O)Nc1c(F)cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(C(C)(C)C)c3)[C@H]2O)cc1CC,11,3.0,1.8588911259838308,001-003,1.7596488807242396,3.0,1.0,5,293,0.0,0.0,0.5838150289017341,0.9996998123827392,0.027828876057394814
COc1cccc(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)c3ccccc23)c1,13,6.0,2.359569405108285,001-003,2.074098547240421,3.0,1.0,6,480,0.0,0.0,0.6923076923076923,0.9996998123827392,0.04156488805744063
CN(C)c1c([N+](=O)[O-])cnn1C,11,3.0,4.658371597562164,004-006,3.3839861903118478,3.0,1.0,6,194,0.0,0.0,0.736842105263158,0.9996998123827392,0.0498932083852035
CC1CCC(C(C)C)C(C(=O)NCCc2ccccc2C#N)C1,14,2.0,3.6447450828942016,003-004,2.640661716808464,2.0,1.0,6,495,0.0,0.0,0.6363636363636364,0.9996998123827392,0.0308413405065604
O=C(C1CC12CCN(C1CCOCC1)CC2)N1CCN(C2CC2)CC1,47,12.0,11.045636997860116,011-013,6.804622925143761,4.0,1.0,16,710,0.0,0.0,0.6890756302521008,0.999624765478424,0.116203172193594
Cc1cc(S(=O)(=O)Nc2cccc3cccnc23)c(N)cc1F,9,3.0,2.9751829096850124,001-003,2.9751829096850124,3.0,1.0,5,268,0.0,0.0,0.6333333333333333,0.9996998123827392,0.07341097158407361
Nc1cc(-c2nc3c(-c4ccccc4)ccnc3[nH]2)ccn1,7,3.0,2.650044237729443,001-003,2.650044237729443,3.0,1.0,4,285,0.0,0.0,0.6699999999999999,0.9996998123827392,0.0641403671594929
O=C(CCC1CCNCC1)c1ccc2c(c1)CCO2,3,1.0,3.3140783719272533,003-004,2.2947494595071607,1.0,1.0,2,86,0.0,0.0,0.49367088607594933,0.9997748592870545,0.03251240358456997
COc1c(C=O)ccc(OCc2ccccc2)c1C,7,3.0,3.728868426754712,003-004,2.9769695510305416,3.0,1.0,3,403,0.0,0.0,0.45238095238095233,0.9998499061913696,0.062077060670856055
CCN(CC)C(C)CN(C(=O)c1ccccc1)c1c(C)cccc1C,140,49.0,9.308729886176096,009-011,8.231659117197168,4.0,2.0,51,2963,0.0,0.0,0.6504854368932038,0.9996998123827392,0.03511857106536176
O=C(Nc1ncc(Sc2ccncc2)s1)c1ccc(F)cc1,5,3.0,0.3373203293455304,000-001,0.3373203293455304,3.0,1.0,3,69,0.0,0.0,0.6176470588235294,0.9997748592870545,0.047885637163189054
N#CCCCSc1nccc(NC(N)=NCC(F)(F)F)n1,13,5.0,8.59609404814592,008-009,7.717897716654039,4.0,1.0,7,302,0.0,0.0,0.7931034482758621,0.9995497185741088,0.0430690780158991
CN(C(=O)OC(C)(C)C)c1ccc(-c2cnc3nc(-c4cc(N)ccc4Cl)cn3c2)cc1,21,6.0,2.654417423371296,001-003,2.494433555455279,4.0,1.0,6,397,0.0,0.0,0.6910569105691057,0.9996998123827392,0.042842810504896134
C#CC(O)c1c(-c2cccc(Cl)c2)nn2cnccc12,7,1.0,3.516006141312816,003-004,2.666682639145231,1.0,1.0,4,174,0.0,0.0,0.41758241758241754,0.9997748592870545,0.03290325972842312
Cn1ccc2c(Br)ncc(Br)c21,3,2.0,1.769877370938873,001-003,1.769877370938873,2.0,1.0,2,112,0.0,0.0,0.7121212121212122,0.9996998123827392,0.055709119021857934
c1ccc(-c2c[nH]c(CNc3cnc4ccccc4n3)n2)cc1,53,6.0,7.419633449558877,006-008,5.145552825863092,3.0,1.0,25,1057,0.0,0.0,0.6412213740458015,0.9997748592870545,0.04981154733989779
N#CCCN(C=O)CCCO,3,2.0,1.1275277091827538,001-003,1.1275277091827538,2.0,1.0,2,166,0.0,0.0,0.7027027027027026,0.9996998123827392,0.04887497922630746
CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCN(C(=O)c2ccc(Cl)cc2)[C@@H](C(=O)O)C1,47,4.0,7.918545523813882,006-008,5.437219300851306,3.0,1.0,22,1234,0.0,0.0,0.5942028985507246,0.9997748592870545,0.04815652131524106
CN1CCN(c2c(F)c(F)c([N+](=O)[O-])c(NC3CC3)c2F)CC1,3,2.0,3.713481172394893,003-004,2.1112334946746887,2.0,1.0,2,99,0.0,0.0,0.7,0.9996998123827392,0.0752289028645523
O=C1CCN(c2cccc(OC(F)(F)F)c2)CCN1[C@H](CO)CCN1CCC2(CC2)[C@H](O)C1,1554,39.0,10.457005795396578,009-011,6.980864200172017,6.0,1.0,329,38451,0.0,0.0,0.5357142857142857,0.9996998123827392,0.12641962705819076
CCc1nc(NN=C(C)c2ccc(C)cc2)cc(-c2ccccc2OC)n1,9999,-1.0,-1.0,NotSolved,25.63244432472408,-1.0,3.0,991,159069,0.0,0.0,0.6311475409836065,0.9997748592870545,0.049017955361711496
